"rank","index","po_annotation","re_annotation","match_annotation"
6218,"im23036.jpg","animals; sea; sky; structures; water","","structures"
6219,"im1215.jpg","male; people; sea; transport; water","male; people",""
6220,"im15581.jpg","indoor","",""
6221,"im5925.jpg","indoor","",""
6222,"im24368.jpg","clouds; sky; structures","clouds","structures"
6223,"im3308.jpg","male; people; sky; structures; water","male; people","structures"
6224,"im4354.jpg","female; male; people; sea; sky; structures; sunset; water","people","structures"
6225,"im6483.jpg","animals; dog; female; people; structures","dog","structures"
6226,"im17358.jpg","female; indoor; people; portrait","female; people; portrait",""
6227,"im11144.jpg","baby; male; people; sea; water","male; people",""
6228,"im22137.jpg","indoor; night","",""
6229,"im16957.jpg","car; night; structures; transport","night","structures"
6230,"im8656.jpg","clouds; male; people; sky; structures; sunset; transport","clouds","structures"
6231,"im5929.jpg","animals; bird; plant_life","bird","plant_life"
6232,"im12925.jpg","clouds; sky; transport","",""
6233,"im531.jpg","clouds; plant_life; sky","","plant_life"
6234,"im18185.jpg","animals; bird; indoor; people","bird",""
6235,"im7350.jpg","indoor; structures; water","","structures"
6236,"im7451.jpg","animals; sea; water","",""
6237,"im13037.jpg","male; people; structures; transport","people","structures"
6238,"im10653.jpg","clouds; lake; plant_life; river; sky; structures; sunset; tree; water","river","plant_life; structures"
6239,"im6241.jpg","clouds; plant_life; sky; structures; sunset; transport; tree; water","","plant_life; structures"
6240,"im13807.jpg","indoor","",""
6241,"im12844.jpg","animals; bird; lake; plant_life; river; water","bird","plant_life"
6242,"im15423.jpg","clouds; lake; male; people; plant_life; river; sea; sky; structures; tree; water","clouds; male; people","plant_life; structures"
6243,"im11776.jpg","animals; bird; flower; indoor; plant_life","","plant_life"
6244,"im21517.jpg","car; clouds; plant_life; river; sky; structures; transport; tree; water","","plant_life; structures"
6245,"im5685.jpg","animals; flower; plant_life","","plant_life"
6246,"im19734.jpg","flower; plant_life","flower","plant_life"
6247,"im6392.jpg","lake; male; people; plant_life; river; sea; sky; sunset; tree; water","people","plant_life"
6248,"im11451.jpg","animals","",""
6249,"im6750.jpg","indoor; male; night; people","male; people",""
6250,"im24729.jpg","clouds; flower; plant_life; sky","clouds","plant_life"
6251,"im23487.jpg","clouds; flower; plant_life; sky; structures; tree","flower","plant_life; structures"
6252,"im21304.jpg","indoor","",""
6253,"im7737.jpg","clouds; sky; structures","","structures"
6254,"im14148.jpg","car; structures; transport","car","structures"
6255,"im19930.jpg","animals","",""
6256,"im20524.jpg","clouds; sky; structures","","structures"
6257,"im20007.jpg","female; indoor; male; people","",""
6258,"im1442.jpg","car; structures; transport","","structures"
6259,"im22130.jpg","animals; indoor","",""
6260,"im16152.jpg","food; indoor; night; structures","","structures"
6261,"im11580.jpg","female; male; people; structures; transport","female; male; people","structures"
6262,"im23103.jpg","clouds; plant_life; sky; structures; tree","","plant_life; structures"
6263,"im9943.jpg","indoor","",""
6264,"im20456.jpg","clouds; lake; sea; sky; structures; sunset; transport; water","","structures"
6265,"im21066.jpg","car; plant_life; structures; transport","","plant_life; structures"
6266,"im788.jpg","clouds; plant_life; sky; structures; tree","","plant_life; structures"
6267,"im19443.jpg","animals; clouds; male; people; plant_life; sky; tree","clouds; male; people","plant_life"
6268,"im22261.jpg","sky; structures","","structures"
6269,"im3996.jpg","female; indoor; night; people","female; people",""
6270,"im13064.jpg","","",""
6271,"im24378.jpg","clouds; lake; plant_life; river; sky; water","","plant_life"
6272,"im9411.jpg","indoor","",""
6273,"im12233.jpg","clouds; plant_life; river; sky; tree; water","river","plant_life"
6274,"im12785.jpg","indoor","",""
6275,"im22658.jpg","animals; flower; plant_life","flower","plant_life"
6276,"im13251.jpg","night; sky; structures","","structures"
6277,"im13440.jpg","clouds; female; male; people; sky; sunset; transport","people",""
6278,"im4344.jpg","food; indoor","",""
6279,"im12835.jpg","car; plant_life; structures; transport; tree","car","plant_life; structures"
6280,"im12533.jpg","clouds; plant_life; sky; transport","clouds","plant_life"
6281,"im18654.jpg","lake; plant_life; sky; structures; tree; water","","plant_life; structures"
6282,"im7332.jpg","clouds; female; male; people; plant_life; sky; sunset; tree","clouds; female; male; people","plant_life"
6283,"im19073.jpg","indoor; night; sky","",""
6284,"im1534.jpg","animals; bird; structures","bird","structures"
6285,"im7483.jpg","indoor; plant_life; sky","","plant_life"
6286,"im18851.jpg","animals; car; dog; indoor; people; plant_life; transport; tree","dog","plant_life"
6287,"im19866.jpg","clouds; male; people; sky; structures","clouds; people","structures"
6288,"im4850.jpg","animals; female; indoor; male; people","",""
6289,"im13095.jpg","sky; transport","",""
6290,"im5494.jpg","female; indoor; male; night; people","female; male; people",""
6291,"im123.jpg","clouds; flower; plant_life; sea; sky; structures; water","sea","plant_life; structures"
6292,"im9617.jpg","indoor","",""
6293,"im18292.jpg","female; people; portrait","female; people; portrait",""
6294,"im11958.jpg","female; male; people; sky; structures; transport","people","structures"
6295,"im5381.jpg","plant_life; structures","","plant_life; structures"
6296,"im1852.jpg","female; male; people; sky; structures","female; people","structures"
6297,"im22433.jpg","animals; plant_life; water","","plant_life"
6298,"im3970.jpg","clouds; male; people; sea; sky; water","male; people; sea",""
6299,"im24453.jpg","plant_life; river; structures; tree; water","","plant_life; structures"
6300,"im7641.jpg","animals; indoor","",""
6301,"im17153.jpg","clouds; river; sea; sky; structures; sunset; transport; water","clouds","structures"
6302,"im4576.jpg","night; structures","","structures"
6303,"im13034.jpg","food; indoor","",""
6304,"im22338.jpg","plant_life; sky; structures; tree","","plant_life; structures"
6305,"im10016.jpg","female; male; night; people; sky; structures","night; people","structures"
6306,"im6962.jpg","female; people; plant_life; sky; sunset","female; people","plant_life"
6307,"im24080.jpg","plant_life; river; tree; water","river","plant_life"
6308,"im2132.jpg","animals; plant_life","","plant_life"
6309,"im8914.jpg","indoor; male; people; portrait","male; people; portrait",""
6310,"im20173.jpg","flower; plant_life","flower","plant_life"
6311,"im17879.jpg","","",""
6312,"im22889.jpg","plant_life; structures","","plant_life; structures"
6313,"im18520.jpg","male; people; plant_life; structures; transport; tree","people","plant_life; structures"
6314,"im8338.jpg","night","",""
6315,"im10006.jpg","car; clouds; female; people; portrait; sky; structures; transport","clouds; female; people; portrait","structures"
6316,"im11826.jpg","indoor; structures","","structures"
6317,"im12761.jpg","clouds; plant_life; river; sky; structures; sunset; tree; water","clouds; river","plant_life; structures"
6318,"im21030.jpg","male; people; structures","","structures"
6319,"im21560.jpg","indoor; structures","","structures"
6320,"im10956.jpg","indoor; structures","","structures"
6321,"im7091.jpg","indoor; male; people; portrait; water","male; people; portrait",""
6322,"im19213.jpg","animals; clouds; male; people; sky; sunset","people",""
6323,"im2406.jpg","animals; clouds; dog; plant_life; sky","dog","plant_life"
6324,"im10857.jpg","clouds; flower; plant_life; sky","clouds; flower","plant_life"
6325,"im6561.jpg","animals; bird","",""
6326,"im4728.jpg","indoor; male; night; people","",""
6327,"im472.jpg","female; indoor; people; portrait","female; people; portrait",""
6328,"im477.jpg","night; transport","",""
6329,"im21371.jpg","female; male; people; plant_life; river; sky; structures; tree; water","people","plant_life; structures"
6330,"im11238.jpg","indoor; people","",""
6331,"im10488.jpg","indoor","",""
6332,"im23454.jpg","female; indoor; people","female; people",""
6333,"im4060.jpg","male; people; plant_life; portrait; tree","male; people; portrait","plant_life"
6334,"im1110.jpg","car; plant_life; sky; structures; transport","","plant_life; structures"
6335,"im11598.jpg","indoor; night","",""
6336,"im2116.jpg","male; people; portrait","male; people; portrait",""
6337,"im10708.jpg","indoor; water","",""
6338,"im20457.jpg","animals; bird; indoor","",""
6339,"im24418.jpg","sea; sky; sunset; transport; water","",""
6340,"im3037.jpg","female; male; night; people; river; sky; structures; water","night","structures"
6341,"im8208.jpg","female; indoor; people; portrait","female; people; portrait",""
6342,"im14667.jpg","plant_life; river; sky; structures; tree; water","river","plant_life; structures"
6343,"im5232.jpg","animals; flower; food; indoor; plant_life","","plant_life"
6344,"im24424.jpg","animals; sky","",""
6345,"im8466.jpg","lake; sea; sky; structures; sunset; water","","structures"
6346,"im12730.jpg","food; indoor; male; people; portrait; structures","male; people; portrait","structures"
6347,"im4845.jpg","clouds; night; plant_life; sky; structures; sunset; transport; tree","","plant_life; structures"
6348,"im13782.jpg","indoor","",""
6349,"im19121.jpg","indoor; male; people; portrait","male; people; portrait",""
6350,"im19554.jpg","flower; plant_life; structures","","plant_life; structures"
6351,"im18709.jpg","flower; plant_life; sky","","plant_life"
6352,"im17062.jpg","indoor","",""
6353,"im8021.jpg","clouds; lake; sea; sky; transport; water","",""
6354,"im7140.jpg","clouds; night; plant_life; sky; structures; sunset; tree","clouds","plant_life; structures"
6355,"im18836.jpg","food; indoor","",""
6356,"im17703.jpg","female; people; sea; sky; transport; water","female; people; sea",""
6357,"im19980.jpg","clouds; sky; structures; sunset","","structures"
6358,"im5181.jpg","flower; plant_life","flower","plant_life"
6359,"im4873.jpg","indoor","",""
6360,"im16987.jpg","indoor","",""
6361,"im13733.jpg","male; people; portrait; structures","male; people; portrait","structures"
6362,"im7434.jpg","indoor","",""
6363,"im20799.jpg","sky; structures","","structures"
6364,"im10613.jpg","female; indoor; male; night; people","people",""
6365,"im20032.jpg","indoor; structures","","structures"
6366,"im14946.jpg","female; male; people; sky; structures; transport","male; people","structures"
6367,"im20614.jpg","plant_life; sea; transport; water","sea","plant_life"
6368,"im3207.jpg","night; river; sky; structures; sunset; water","night","structures"
6369,"im24331.jpg","food","",""
6370,"im1800.jpg","plant_life; sky; structures; tree","","plant_life; structures"
6371,"im15566.jpg","night; river; sky; structures; water","","structures"
6372,"im12453.jpg","female; flower; male; people; plant_life; portrait; structures","female; male; people; portrait","plant_life; structures"
6373,"im11897.jpg","female; male; people; plant_life","female; male; people","plant_life"
6374,"im649.jpg","indoor","",""
6375,"im11502.jpg","female; indoor; night; people","",""
6376,"im5059.jpg","food; indoor","",""
6377,"im19592.jpg","indoor; structures","","structures"
6378,"im3629.jpg","female; indoor; people; portrait","female; people; portrait",""
6379,"im7205.jpg","lake; plant_life; river; sky; structures; sunset; tree; water","","plant_life; structures"
6380,"im20677.jpg","animals; bird; male; people; structures; transport","","structures"
6381,"im309.jpg","animals; dog; indoor","dog",""
6382,"im1909.jpg","plant_life; structures; tree","","plant_life; structures"
6383,"im22459.jpg","sea; water","",""
6384,"im10644.jpg","food; plant_life; sky","","plant_life"
6385,"im18839.jpg","flower; plant_life","flower","plant_life"
6386,"im1817.jpg","animals; clouds; plant_life; sky","clouds","plant_life"
6387,"im24571.jpg","food; male; people; plant_life; sky; structures","male; people","plant_life; structures"
6388,"im4766.jpg","plant_life; structures","","plant_life; structures"
6389,"im11745.jpg","clouds; sky; transport; water","clouds",""
6390,"im5893.jpg","indoor","",""
6391,"im19501.jpg","female; indoor; male; night; people","people",""
6392,"im17845.jpg","animals; indoor","",""
6393,"im18678.jpg","indoor; male; night; people; portrait","male; people; portrait",""
6394,"im17526.jpg","clouds; sky; transport","clouds",""
6395,"im17737.jpg","indoor","",""
6396,"im18378.jpg","plant_life; structures; transport; tree","","plant_life; structures"
6397,"im9822.jpg","clouds; sea; sky; sunset; water","clouds; sea",""
6398,"im14161.jpg","plant_life; sky; structures; tree","","plant_life; structures"
6399,"im24713.jpg","clouds; plant_life; river; sky; water","clouds; river","plant_life"
6400,"im12517.jpg","clouds; male; people; plant_life; sky","male; people","plant_life"
6401,"im17414.jpg","lake; sky; structures; water","","structures"
6402,"im21407.jpg","animals; food","",""
6403,"im22408.jpg","food; indoor","",""
6404,"im209.jpg","female; indoor; people; portrait","female; people; portrait",""
6405,"im8980.jpg","indoor","",""
6406,"im16727.jpg","night; sky; structures","night","structures"
6407,"im19641.jpg","car; clouds; plant_life; sky; transport; tree","","plant_life"
6408,"im15453.jpg","","",""
6409,"im12854.jpg","food; indoor","",""
6410,"im20710.jpg","baby; indoor; people; portrait","baby; people; portrait",""
